City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kavaratti,10.5669,72.642,29.52,69,31,7.29,IN,1686871697
365,syston,52.6833,-1.0667,17.71,73,98,2.24,GB,1686871698
366,inirida,3.8653,-67.9239,22.75,98,97,1.77,CO,1686871698
367,teofilo otoni,-17.8575,-41.5053,19.44,87,10,1.36,BR,1686871698
368,daru,-9.0763,143.2092,26.17,80,96,6.55,PG,1686871698
369,jinghong,21.991,100.7341,21.28,99,89,0.43,CN,1686871698
370,grambling,32.5276,-92.714,34.27,37,1,2.29,US,1686871698
371,dhidhdhoo,6.8833,73.1,28.91,76,33,7.28,MV,1686871698
372,quellon,-43.1167,-73.6167,6.14,70,0,3.09,CL,1686871699
373,mawu,29.5923,107.3139,16.37,98,100,0.85,CN,1686871699
374,klaksvik,62.2266,-6.589,9.51,91,79,3.66,FO,1686871699
375,haiku-pauwela,20.9219,-156.3051,30.01,48,40,10.8,US,1686871699
376,vryburg,-26.9566,24.7284,6.2,87,0,2.64,ZA,1686871699
377,tumpat,6.1978,102.171,24.99,94,20,1.54,MY,1686871700
378,lautoka,-17.6167,177.4667,26.92,74,75,2.57,FJ,1686871700
379,coahuayana de hidalgo,18.7,-103.6583,31.99,52,31,3.26,MX,1686871701
380,aksuat,48.7167,83.7,11.19,59,51,1.33,KZ,1686871701
381,sierra vista,31.5545,-110.3037,32.98,7,0,14.92,US,1686871701
382,sitka,57.0531,-135.33,11.94,66,100,6.17,US,1686871701
383,shizunai-furukawacho,42.3339,142.3669,15.57,94,100,1.08,JP,1686871701
384,namibe,-15.1961,12.1522,19.16,73,1,1.4,AO,1686871702
385,bierutow,51.1244,17.5461,13.76,89,44,2.57,PL,1686871702
386,muroto-misakicho,33.2833,134.15,21.88,73,0,1.11,JP,1686871702
387,zambezi,-13.5432,23.1047,12.03,32,0,1.83,ZM,1686871702
388,saint-philippe,-21.3585,55.7679,23.77,85,71,5.89,RE,1686871702
389,bargaal,11.2864,51.0773,30.12,59,100,6.07,SO,1686871702
390,katutura,-22.521,17.0557,12.38,19,0,3.09,NA,1686871703
391,stutterheim,-32.5708,27.424,7.92,82,10,3.89,ZA,1686871703
392,dukhan,25.4297,50.7858,31.29,61,32,5.31,QA,1686871703
393,marshalltown,42.0494,-92.908,31.13,37,0,3.6,US,1686871703
394,waingapu,-9.6567,120.2641,23.55,81,34,3.74,ID,1686871703
395,gorontalo,0.5412,123.0595,24.46,90,55,0.62,ID,1686871703
396,tommot,58.9564,126.2925,9.29,90,100,2.42,RU,1686871704
397,shahrud,36.4182,54.9763,24.47,33,2,2.52,IR,1686871704
398,illapel,-31.6308,-71.1653,16.98,24,7,1.14,CL,1686871704
399,konarka,19.9,86.1167,29.22,85,93,6.11,IN,1686871704
400,fortuna,40.5982,-124.1573,20.19,65,20,8.23,US,1686871692
401,thanh hoa,19.8,105.7667,27.32,83,97,1.37,VN,1686871704
402,richards bay,-28.783,32.0377,18.22,89,0,3.89,ZA,1686871705
403,malaut,30.2167,74.4833,32.61,44,47,4.31,IN,1686871705
404,conde,-7.2597,-34.9075,24.7,100,75,1.54,BR,1686871705
405,andergrove,-21.0833,149.1833,20.91,73,49,4.09,AU,1686871416
406,bandarbeyla,9.4942,50.8122,24.91,84,93,12.27,SO,1686871705
407,shimoda,34.6667,138.95,24.2,79,1,8.8,JP,1686871705
408,sambava,-14.2667,50.1667,21.34,87,36,2.96,MG,1686871706
409,woodfin,35.6334,-82.5821,24.57,73,71,0.45,US,1686871706
410,calama,-22.4667,-68.9333,15.27,9,0,6.17,CL,1686871706
411,klyuchi,52.2667,79.1667,16.48,47,90,2.64,RU,1686871706
412,oxapampa,-10.5775,-75.4017,13.39,99,97,0.36,PE,1686871706
413,arsen'yev,44.1631,133.2733,21.04,80,55,0.92,RU,1686871706
414,pelabuhanratu,-6.9875,106.5514,24.63,90,85,0.94,ID,1686871707
415,novhorod-sivers'kyy,52.0058,33.2615,13.72,90,0,1.35,UA,1686871707
416,yaren,-0.5472,166.916,28.29,78,86,5.36,NR,1686871707
417,santa elena de uairen,4.6167,-61.1333,20.08,90,49,2.71,VE,1686871707
418,astoria,46.1879,-123.8313,19.22,66,0,7.72,US,1686871707
419,al jawf,29.5,38.75,24.78,36,0,6.93,SA,1686871708
420,tifton,31.4505,-83.5085,20.98,98,100,2.87,US,1686871708
421,awjilah,29.1081,21.2869,24.37,67,4,6.9,LY,1686871708
422,boende,-0.2167,20.8667,22.0,98,30,0.7,CD,1686871708
423,tual,-5.6667,132.75,27.11,77,96,8.95,ID,1686871708
424,titusville,28.6122,-80.8075,29.01,91,75,10.29,US,1686871709
425,wilhelmsburg,48.1057,15.6054,14.02,76,42,1.53,AT,1686871709
426,naze,28.3667,129.4833,24.51,82,99,2.93,JP,1686871709
427,humberto de campos,-2.5983,-43.4611,24.58,89,60,1.74,BR,1686871709
428,celestun,20.8667,-90.4,30.99,72,12,7.28,MX,1686871709
429,luanda,-8.8368,13.2343,23.0,83,100,2.57,AO,1686871710
430,nadi,-17.8,177.4167,27.0,74,75,2.57,FJ,1686871439
431,ripky,51.801,31.0838,14.5,87,75,2.7,UA,1686871710
432,carrigaline,51.8117,-8.3986,14.86,100,75,2.06,IE,1686871710
433,machico,32.7,-16.7667,21.67,84,20,4.12,PT,1686871710
434,serafimovskiy,54.4241,53.7964,15.42,69,100,1.05,RU,1686871710
435,balfour,-26.6633,28.5902,6.75,83,0,4.13,ZA,1686871710
436,dakoro,14.5106,6.765,35.06,28,38,2.83,NE,1686871711
437,tuy hoa,13.0833,109.3,26.69,79,100,2.29,VN,1686871711
438,altus,34.6381,-99.334,35.84,53,100,11.32,US,1686871463
439,port lavaca,28.615,-96.6261,32.39,76,75,7.72,US,1686871711
440,shache,38.4167,77.2406,22.62,28,59,4.58,CN,1686871711
441,macau,22.2006,113.5461,27.89,100,75,3.6,MO,1686871712
442,igarka,67.4667,86.5833,6.68,68,41,2.9,RU,1686871712
443,ebon,4.582,168.6964,28.72,80,91,6.7,MH,1686871712
444,thames,-37.1333,175.5333,13.87,71,99,3.52,NZ,1686871712
445,vuktyl,63.8567,57.3094,4.42,79,85,4.76,RU,1686871712
446,lucapa,-8.4192,20.7447,19.21,38,10,1.92,AO,1686871712
447,cold lake,54.4502,-110.2017,11.97,82,100,5.66,CA,1686871500
448,novyy turtkul',41.55,61.0167,21.95,26,85,4.96,UZ,1686871713
449,horta,38.5333,-28.6333,18.34,87,19,1.79,PT,1686871713
450,bonthe,7.5264,-12.505,26.46,81,94,4.05,SL,1686871713
451,soto la marina,23.7667,-98.2167,39.01,32,0,8.76,MX,1686871713
452,nguigmi,14.2495,13.1092,31.76,44,100,3.49,NE,1686871713
453,ambovombe,-25.1667,46.0833,18.3,57,0,3.35,MG,1686871713
454,reggio nell'emilia,44.6983,10.6313,19.25,68,31,1.34,IT,1686871714
455,vernon,50.2581,-119.2691,26.17,32,64,1.03,CA,1686871713
456,arenal,8.4593,-73.9433,26.83,88,90,1.87,CO,1686871714
457,anna regina,7.2644,-58.5077,24.04,88,100,3.12,GY,1686871714
458,baturaja,-4.1333,104.1667,22.56,99,100,0.72,ID,1686871714
459,knyaze-volkonskoye,48.4642,135.4567,20.19,61,98,3.31,RU,1686871714
460,brookings,44.3114,-96.7984,30.19,32,0,0.0,US,1686871455
461,binzhou,37.3667,118.0167,30.92,28,69,2.77,CN,1686871715
462,kapa'a,22.0752,-159.319,27.99,86,75,8.75,US,1686871715
463,kenai,60.5544,-151.2583,11.75,64,100,9.26,US,1686871715
464,bodo,67.28,14.405,9.41,92,100,2.57,NO,1686871715
465,bolotnoye,55.6717,84.3981,10.29,98,91,2.3,RU,1686871715
466,kassala,15.451,36.4,26.23,68,85,6.76,SD,1686871715
467,champerico,14.3,-91.9167,26.3,67,12,2.43,GT,1686871716
468,oranjemund,-28.55,16.4333,14.07,89,11,1.34,NA,1686871716
469,lethem,3.3803,-59.7968,25.69,82,41,2.57,GY,1686871626
470,bikenibeu village,1.3673,173.1241,31.98,74,20,4.12,KI,1686871716
471,midelt,32.6852,-4.7451,25.6,31,17,1.32,MA,1686871716
472,tahe,52.3333,124.7333,15.36,64,100,1.84,CN,1686871716
473,jianshui,23.6363,102.8264,19.51,97,97,1.56,CN,1686871717
474,grand forks,47.9417,-97.4337,23.85,39,20,5.66,US,1686871717
475,ghanzi,-21.5667,21.7833,11.94,20,0,3.8,BW,1686871717
476,san jose del guaviare,2.5729,-72.6459,20.35,99,100,1.83,CO,1686871717
477,elkins,38.9259,-79.8467,23.2,71,0,2.57,US,1686871717
478,kiunga,-6.1219,141.2906,23.96,98,98,1.15,PG,1686871717
479,broken hill,-31.95,141.4333,10.17,59,0,5.19,AU,1686871718
480,illizi,26.4833,8.4667,30.89,19,0,3.72,DZ,1686871718
481,port blair,11.6667,92.75,26.02,94,75,1.03,IN,1686871718
482,ares,-6.1944,-35.1603,24.05,91,2,3.54,BR,1686871718
483,ishigaki,24.3448,124.1572,26.07,100,75,4.12,JP,1686871718
484,sao jose da coroa grande,-8.8978,-35.1478,25.12,86,1,4.54,BR,1686871718
485,hilo,19.7297,-155.09,29.6,72,20,5.14,US,1686871564
486,domna,51.8971,113.1573,10.09,57,86,1.0,RU,1686871719
487,khenifra,32.9333,-5.6667,27.31,33,2,1.77,MA,1686871719
488,utrik,11.2278,169.8474,27.47,81,100,9.32,MH,1686871719
489,ibiza,38.9088,1.433,22.34,74,0,1.34,ES,1686871538
490,harper,4.375,-7.7169,25.7,78,53,3.72,LR,1686871719
491,puerto deseado,-47.7503,-65.8938,4.31,52,0,3.28,AR,1686871720
492,badagry,6.4167,2.8833,25.33,88,100,3.4,NG,1686871720
493,al kharijah,25.4514,30.5464,27.77,26,1,3.43,EG,1686871720
494,tofol,5.3248,163.0078,24.88,94,100,1.54,FM,1686871721
495,homer,59.6425,-151.5483,13.94,47,100,6.17,US,1686871721
496,aleksandrovsk-sakhalinskiy,50.8975,142.1561,12.0,83,88,4.32,RU,1686871721
497,tsiombe,-25.3,45.4833,16.77,79,0,3.13,MG,1686871721
498,cowansville,45.2001,-72.7491,19.49,85,86,0.51,CA,1686871721
499,lorengau,-2.0226,147.2712,26.83,83,100,2.72,PG,1686871721
500,inhambane,-23.865,35.3833,19.34,33,0,3.86,MZ,1686871721
501,mount gambier,-37.8333,140.7667,10.59,66,0,6.14,AU,1686871722
502,portstewart,55.1813,-6.714,15.74,73,7,3.09,GB,1686871722
503,flin flon,54.7682,-101.865,19.91,64,40,4.12,CA,1686871722
504,safi,32.1667,-8.8333,22.08,63,1,3.4,MA,1686871722
505,hammerfest,70.6634,23.6821,5.25,70,75,2.06,NO,1686871722
506,laredo,27.5064,-99.5075,42.16,24,0,4.12,US,1686871432
507,pleiku,13.9833,108.0,20.87,91,100,1.06,VN,1686871723
508,mchinji,-13.7984,32.8802,14.81,55,27,0.79,MW,1686871723
509,sosnovo-ozerskoye,52.5249,111.5418,7.79,57,0,1.92,RU,1686871723
510,baie-comeau,49.2168,-68.1489,12.82,76,100,5.66,CA,1686871723
511,kidal,18.4411,1.4078,34.19,23,100,3.63,ML,1686871724
512,ulcinj,41.9294,19.2244,19.12,88,100,3.03,ME,1686871724
513,fallon,39.4735,-118.7774,26.93,17,75,7.2,US,1686871724
514,brewton,31.1052,-87.0722,23.23,81,90,4.83,US,1686871724
515,leua,48.2156,18.6071,14.17,76,100,2.09,SK,1686871725
516,chifeng,42.2683,118.9636,27.29,32,20,2.49,CN,1686871725
517,floro,61.5996,5.0328,17.04,88,23,2.06,NO,1686871725
518,ambon,-3.6954,128.1814,27.71,86,40,3.09,ID,1686871725
519,santyoku,37.4406,129.1708,21.82,73,0,0.95,KR,1686871725
520,haapsalu,58.9431,23.5414,16.06,67,98,3.03,EE,1686871725
521,guelmim,28.987,-10.0574,19.37,85,7,2.72,MA,1686871726
522,al mayadin,35.0209,40.4535,27.21,45,0,8.13,SY,1686871726
523,boali,4.8005,18.1275,22.25,93,66,0.88,CF,1686871726
524,benjamin aceval,-24.9667,-57.5667,13.11,85,74,1.26,PY,1686871726
525,pandan,14.0453,124.1694,28.13,81,100,2.62,PH,1686871726
526,kalamnuri,19.6667,77.3333,29.53,46,5,5.81,IN,1686871726
527,khenchela,35.4358,7.1433,14.98,83,4,1.82,DZ,1686871727
528,dedougou,12.4667,-3.4667,30.37,51,99,3.69,BF,1686871727
529,rawson,-43.3002,-65.1023,8.8,70,100,6.93,AR,1686871727
530,lamu,-2.2717,40.902,25.12,76,73,5.79,KE,1686871625
531,calderitas,18.55,-88.25,32.06,70,40,7.72,MX,1686871727
532,egilsstadir,65.2653,-14.3948,12.95,82,0,2.57,IS,1686871727
533,pontes e lacerda,-15.2261,-59.3353,14.3,71,6,2.3,BR,1686871727
534,erenhot,43.6475,111.9767,26.72,19,7,5.03,CN,1686871728
535,saudarkrokur,65.7461,-19.6394,15.21,69,93,0.15,IS,1686871728
536,mount pearl,47.5166,-52.7813,8.92,94,75,5.66,CA,1686871728
537,wuchuan,21.4571,110.7659,26.64,90,100,2.2,CN,1686871728
538,ishinomaki,38.4167,141.3,20.0,97,100,4.77,JP,1686871728
539,camocim,-2.9022,-40.8411,25.84,85,31,6.27,BR,1686871728
540,konosha,60.9736,40.257,11.33,71,30,1.61,RU,1686871729
541,mcalester,34.9334,-95.7697,28.34,64,20,1.54,US,1686871729
542,poso,-1.3959,120.7524,25.17,79,94,1.95,ID,1686871729
543,yuzhno-kurilsk,44.0306,145.8556,12.9,97,100,3.39,RU,1686871729
544,tanout,14.9709,8.8879,32.57,37,25,5.2,NE,1686871729
545,labytnangi,66.6572,66.4183,3.26,71,22,5.45,RU,1686871437
546,patterson,37.4716,-121.1297,32.04,21,83,4.14,US,1686871729
547,holualoa,19.6228,-155.9522,24.91,88,75,5.66,US,1686871627
548,lukolela,-1.0605,17.1821,21.58,96,74,0.17,CD,1686871730
549,tucuma,-0.1833,-50.05,25.51,84,30,3.13,BR,1686871730
550,malango,-2.9627,119.9001,18.45,93,72,0.9,ID,1686871730
551,aflou,34.1128,2.1023,19.97,41,0,2.0,DZ,1686871730
552,mukalla,14.5425,49.1242,31.66,68,89,2.33,YE,1686871730
553,khandyga,62.6667,135.6,18.36,55,9,1.44,RU,1686871731
554,nova mayachka,46.6,33.2271,17.64,90,3,2.83,UA,1686871731
555,ts'khinvali,42.2276,43.9686,15.05,99,100,1.49,GE,1686871731
556,rurrenabaque,-14.4413,-67.5278,15.51,80,97,0.13,BO,1686871731
557,ta'if,21.2703,40.4158,24.56,21,9,4.07,SA,1686871583
558,fortaleza,-3.7227,-38.5247,27.07,78,0,2.57,BR,1686871622
559,mek'ele,13.4967,39.4753,17.79,71,28,1.38,ET,1686871731
560,hotan,37.0997,79.9269,24.71,25,92,3.26,CN,1686871732
561,baiyin,36.5583,104.2081,16.32,69,94,1.94,CN,1686871732
562,merowe,18.4833,31.8167,36.81,14,73,6.39,SD,1686871732
563,masterton,-40.9597,175.6575,10.49,71,0,2.6,NZ,1686871732
564,santanyi,39.3546,3.1291,24.23,77,2,2.04,ES,1686871478
565,lompoc,34.6391,-120.4579,23.08,79,100,3.09,US,1686871732
566,qoryooley,1.7878,44.53,23.3,90,91,5.2,SO,1686871733
567,cadale,2.7603,46.3222,25.63,85,61,8.22,SO,1686871733
568,prainha,-1.8,-53.48,27.09,71,71,1.11,BR,1686871733
569,miles city,46.4083,-105.8406,21.54,37,75,4.63,US,1686871733
570,nyurba,63.2842,118.3319,11.5,64,19,4.37,RU,1686871733
571,sao joao da barra,-21.6403,-41.0511,23.05,86,99,6.38,BR,1686871733
572,dzuunmod,48.2199,97.3744,9.67,70,100,0.32,MN,1686871733
573,manta,-0.95,-80.7333,27.88,89,40,8.05,EC,1686871734
574,barranca,-10.75,-77.7667,20.49,79,48,3.61,PE,1686871734
575,pokhara,28.2333,83.9833,24.71,60,72,1.46,NP,1686871734
576,mana,5.6592,-53.7767,24.86,91,100,3.39,GF,1686871734
577,anshun,26.25,105.9333,18.56,98,100,2.77,CN,1686871614
578,vorkuta,67.5,64.0,0.74,96,91,7.19,RU,1686871600
579,sierra grande,-41.606,-65.3557,7.16,72,100,4.92,AR,1686871735
580,rancharia,-22.2292,-50.8931,12.38,85,100,2.27,BR,1686871735
581,mandalgovi,45.7625,106.2708,15.39,66,98,10.08,MN,1686871735
582,kota belud,6.351,116.4305,26.04,68,100,1.64,MY,1686871735
583,salahonda,2.1019,-78.7217,27.42,80,66,4.23,CO,1686871735
584,rikaze,29.25,88.8833,9.77,73,75,1.68,CN,1686871735
585,goias,-15.5807,-49.6362,22.56,63,100,3.42,BR,1686871735
586,stolin,51.8912,26.846,15.67,92,98,0.27,BY,1686871736
587,taltal,-25.4,-70.4833,15.95,61,18,0.74,CL,1686870963
588,duba,27.3513,35.6901,28.86,55,0,1.1,SA,1686871736
589,salida,37.7058,-121.0849,32.72,42,82,2.24,US,1686871721
590,kotwa,25.0167,81.3167,33.18,36,0,1.95,IN,1686871736
591,kapoeta,4.7717,33.5903,23.93,75,96,2.73,SS,1686871736
592,wajir,1.7471,40.0573,24.85,52,34,6.18,KE,1686871737
593,bridgewater,44.3835,-64.5155,13.95,98,86,3.09,CA,1686871737
594,al majaridah,19.1236,41.9111,33.4,34,82,3.16,SA,1686871737
595,the pas,53.8251,-101.2541,20.01,64,75,8.75,CA,1686871737
